Date,Team,Opponent,Home / Away,Result,Home Score,Visitor Score,Overtime,Home Goals,Home Assists,Home Points,Home Shots,Home Shots on Goal,Home Ground Balls,Home Turnovers,Home Caused Turnovers,Home Faceoffs Won,Home Faceoffs Taken,Away Goals,Away Assists,Away Points,Away Shots,Away Shots on Goal,Away Groundball's,Away  Turnovers,Away  Caused Turnovers,Away  Faceoffs Won,Away  Faceoffs Taken,Home Goals Allowed,Home Saves,Away Goals Allowed,Away Saves
2024-03-16,Marquette,"Penn St. Springfield, Pa.",Away,L,7,13,NA,7,4,11,38,19,18,14,6,11,24,13,8,21,52,31,32,12,4,13,24,13,18,7,12
2024-03-23,Marquette,St. Bonaventure,Away,L,8,3,NA,8,5,13,34,20,32,19,11,11,14,3,2,5,29,14,16,16,8,3,14,3,11,8,12
2024-03-30,Marquette,St. John's (NY),Away,L,9,13,NA,9,6,15,46,22,27,17,7,14,25,13,7,20,32,23,32,13,10,11,25,13,10,9,13
2024-04-06,Marquette,Georgetown,Away,L,8,11,NA,8,4,12,37,22,25,15,2,19,22,11,6,17,33,21,28,8,9,3,22,11,10,8,14
2024-04-13,Marquette,Providence,Home,L,10,13,NA,10,8,18,34,21,32,17,4,18,27,13,7,20,38,25,32,11,10,9,27,13,12,10,11
2024-04-20,Marquette,Villanova,Home,W,6,12,NA,6,2,8,30,12,26,20,9,10,20,12,7,19,37,25,38,15,9,10,20,12,13,6,6
2024-04-26,Marquette,Denver,Away,L,9,15,NA,9,3,12,32,16,25,17,7,12,28,15,9,24,33,22,33,13,10,16,28,15,7,9,7
2024-02-03,Maryland,Richmond,Away,L,12,11,2,12,7,19,36,22,27,17,8,17,29,11,6,17,36,24,26,16,6,12,29,11,13,12,10
2024-02-10,Maryland,Loyola Maryland,Home,L,11,4,NA,11,8,19,47,27,38,16,8,14,18,4,1,5,31,16,24,16,6,4,18,4,12,11,16
2024-02-17,Maryland,Syracuse,Away,L,13,12,1,13,7,20,29,22,30,16,6,16,29,12,4,16,48,26,28,10,7,13,29,12,14,13,9
2024-02-24,Maryland,Princeton,Home,L,13,7,NA,13,7,20,45,33,35,13,7,21,24,7,5,12,29,17,16,13,4,3,24,7,10,13,20
2024-03-03,Maryland,Notre Dame,Away,L,9,14,NA,9,7,16,36,23,23,16,9,13,26,14,10,24,43,23,33,18,11,13,26,14,9,9,14
2024-03-09,Maryland,Brown,Home,W,14,13,1,14,9,23,41,22,33,14,8,13,30,13,3,16,33,23,28,12,5,17,30,13,10,14,8
2024-03-16,Maryland,Virginia,Home,L,10,14,NA,10,5,15,35,21,25,17,7,16,28,14,7,21,31,22,37,12,12,12,28,14,8,10,11
2024-03-23,Maryland,Michigan,Away,W,11,12,NA,11,8,19,32,20,27,17,9,10,27,12,8,20,36,23,32,16,9,17,27,12,11,11,9
2024-03-31,Maryland,Penn St.,Away,L,13,11,NA,13,9,22,48,29,31,12,6,17,28,11,4,15,33,20,22,17,7,11,28,11,9,13,16
2024-04-06,Maryland,Ohio St.,Home,W,8,7,NA,8,4,12,35,19,26,19,8,13,18,7,3,10,23,17,17,17,8,5,18,7,10,8,11
2024-04-13,Maryland,Rutgers,Home,L,11,6,NA,11,7,18,30,25,32,15,6,11,21,6,4,10,36,21,25,13,6,10,21,6,15,11,14
2024-04-20,Maryland,Johns Hopkins,Away,W,5,7,NA,5,5,10,34,17,26,19,2,9,15,7,3,10,30,17,19,15,7,6,15,7,10,5,12
2024-05-02,Maryland,"Penn St. Columbus, Ohio",Away,L,9,19,NA,9,5,14,40,20,36,11,4,20,31,19,7,26,47,27,33,10,6,11,31,19,8,9,11
2024-05-11,Maryland,Princeton,Home,L,16,8,NA,16,8,24,37,25,30,19,9,21,28,8,4,12,31,19,24,19,12,7,28,8,11,16,9
2024-05-18,Maryland,"Duke Hempstead, New York",Away,L,14,11,NA,14,6,20,39,22,36,18,2,20,29,11,7,18,28,22,22,10,10,9,29,11,11,14,8
2024-05-25,Maryland,"Virginia Philadelphia, PA",Away,W,12,6,NA,12,9,21,37,17,38,18,11,15,22,6,3,9,39,15,29,15,10,7,22,6,9,12,5
2024-05-27,Maryland,"Notre Dame Philadelphia, Pa.",Away,L,5,15,NA,5,5,10,35,21,33,16,5,17,24,15,10,25,42,25,30,10,11,7,24,15,10,5,16
2024-02-10,Massachusetts,"Army West Point Atlanta, GA",Away,W,12,13,NA,12,5,17,40,21,19,12,6,8,29,13,7,20,42,29,37,16,2,21,29,13,16,12,9
2024-02-17,Massachusetts,UMass Lowell,Home,L,10,7,NA,10,5,15,40,23,32,15,10,15,21,7,3,10,38,17,26,18,6,6,21,7,10,10,13
2024-02-20,Massachusetts,Marist,Home,W,18,11,NA,18,9,27,44,29,35,14,11,15,31,11,2,13,38,18,34,19,7,16,31,11,7,18,11
2024-02-24,Massachusetts,Merrimack,Home,L,17,6,NA,17,9,26,37,28,35,19,9,18,27,6,2,8,41,18,36,14,9,9,27,6,12,17,11
2024-03-02,Massachusetts,UAlbany,Home,W,12,11,NA,12,6,18,34,22,30,14,4,13,27,11,5,16,42,18,36,15,6,14,27,11,7,12,10
2024-03-09,Massachusetts,Vermont,Home,L,12,13,NA,12,6,18,30,22,34,16,7,10,28,13,11,24,45,32,34,16,9,18,28,13,19,12,10
2024-03-16,Massachusetts,Rutgers,Away,L,9,10,NA,9,7,16,39,28,25,10,4,9,23,10,5,15,50,26,32,10,7,14,23,10,16,9,19
2024-03-22,Massachusetts,Brown,Away,W,10,11,NA,10,6,16,38,26,31,16,5,11,23,11,8,19,39,24,31,14,12,12,23,11,13,10,16
2024-03-30,Massachusetts,Hobart,Away,L,13,12,NA,13,2,15,38,26,30,13,5,14,30,12,8,20,54,30,38,12,9,16,30,12,18,13,13
2024-04-06,Massachusetts,Saint Joseph's,Home,W,7,12,NA,7,3,10,28,17,24,11,8,8,21,12,8,20,44,22,32,16,7,13,21,12,10,7,10
2024-04-13,Massachusetts,St. Bonaventure,Away,W,15,3,NA,15,6,21,46,33,37,11,15,15,22,3,2,5,28,15,17,21,5,7,22,3,12,15,18
2024-04-20,Massachusetts,Richmond,Home,L,12,14,NA,12,10,22,40,25,32,14,8,14,29,14,7,21,39,26,38,15,9,15,29,14,12,12,13
2024-04-26,Massachusetts,High Point,Away,W,10,17,NA,10,4,14,38,21,29,13,6,14,31,17,13,30,41,31,34,13,9,17,31,17,14,10,11
2024-05-02,Massachusetts,Saint Joseph's,Home,W,9,11,NA,9,5,14,34,20,39,23,9,11,23,11,6,17,48,30,38,18,14,12,23,11,19,9,11
2024-02-03,Mercer,High Point,Away,L,7,14,NA,7,5,12,34,16,27,20,5,12,24,14,8,22,57,30,47,15,14,12,24,14,16,7,9
2024-02-04,Mercer,Hampton,Home,L,20,5,NA,20,9,29,52,31,52,23,5,20,27,5,2,7,35,17,26,22,2,7,27,5,12,20,11
2024-02-10,Mercer,"North Carolina Atlanta, Ga.",Away,L,5,13,NA,5,4,9,41,18,18,18,3,4,21,13,10,23,56,37,22,16,9,17,21,13,24,5,13
2024-02-24,Mercer,Army West Point,Away,L,7,15,NA,7,3,10,38,19,26,22,2,13,25,15,7,22,43,31,37,15,5,12,25,15,16,7,12
2024-03-10,Mercer,Le Moyne,Home,W,6,10,NA,6,3,9,30,18,27,17,4,9,18,10,5,15,40,22,28,16,9,9,18,10,12,6,12
2024-03-16,Mercer,Detroit Mercy,Away,L,17,11,NA,17,9,26,54,36,54,15,14,24,32,11,3,14,38,25,34,21,12,8,32,11,14,17,19
2024-03-20,Mercer,Bellarmine,Home,W,9,17,NA,9,8,17,43,22,28,22,10,15,29,17,5,22,54,31,26,22,7,14,29,17,14,9,13
2024-03-23,Mercer,Jacksonville,Home,L,7,8,NA,7,4,11,40,19,23,12,7,9,19,8,7,15,32,18,24,15,2,10,19,8,10,7,12
2024-03-30,Mercer,Robert Morris,Away,L,7,15,NA,7,5,12,31,18,20,19,8,7,25,15,9,24,46,31,36,16,9,18,25,15,16,7,11
2024-04-06,Mercer,Cleveland St.,Away,L,9,16,NA,9,7,16,36,21,38,19,11,12,27,16,10,26,37,28,37,18,9,15,27,16,12,9,12
2024-04-12,Mercer,Utah,Home,W,9,20,NA,9,6,15,45,23,34,14,5,16,33,20,8,28,54,37,29,9,8,17,33,20,17,9,14
2024-04-17,Mercer,Air Force,Away,L,5,20,NA,5,2,7,16,8,29,32,6,15,29,20,12,32,55,32,42,17,14,14,29,20,12,5,3
2024-04-20,Mercer,Queens (NC),Away,W,10,9,3,10,2,12,70,28,41,20,13,18,24,9,7,16,39,21,24,22,9,6,24,9,12,10,18
2024-04-27,Mercer,Lindenwood,Home,W,13,11,NA,13,6,19,62,32,39,12,9,14,27,11,6,17,36,26,24,17,5,13,27,11,15,13,19
2024-02-03,Merrimack,Bucknell,Home,W,14,10,NA,14,9,23,41,25,30,16,21,12,27,10,7,17,32,20,29,21,15,15,27,10,10,14,11
2024-02-10,Merrimack,Sacred Heart,Home,W,11,10,NA,11,5,16,37,25,23,13,9,10,24,10,7,17,51,26,31,18,4,14,24,10,16,11,14
2024-02-17,Merrimack,LIU,Away,L,8,10,NA,8,3,11,44,15,23,18,8,7,22,10,6,16,34,21,33,21,11,15,22,10,11,8,7
2024-02-24,Merrimack,Massachusetts,Away,L,6,17,NA,6,2,8,41,18,36,14,9,9,27,17,9,26,37,28,35,19,9,18,27,17,11,6,12
2024-02-27,Merrimack,Harvard,Away,L,8,23,NA,8,7,15,31,15,24,27,6,16,33,23,14,37,55,36,53,20,14,17,33,23,13,8,7
2024-03-02,Merrimack,Quinnipiac,Home,L,12,15,NA,12,7,19,47,27,34,18,5,15,31,15,9,24,49,31,33,16,6,16,31,15,16,12,15
2024-03-05,Merrimack,Providence,Away,W,10,17,NA,10,6,16,39,26,26,10,6,9,31,17,13,30,47,30,35,15,4,22,31,17,13,10,16
2024-03-16,Merrimack,Binghamton,Away,W,10,9,1,10,4,14,44,26,29,16,7,11,22,9,4,13,45,23,22,19,7,11,22,9,14,10,16
2024-03-23,Merrimack,UMBC,Home,W,9,15,NA,9,4,13,27,17,28,15,8,6,27,15,11,26,45,27,40,19,5,21,27,15,12,9,8
2024-03-30,Merrimack,Vermont,Away,L,8,20,NA,8,4,12,32,22,24,23,7,9,33,20,15,35,58,38,57,14,13,24,33,20,18,8,14
2024-04-06,Merrimack,NJIT,Away,L,15,14,NA,15,9,24,45,27,30,16,9,11,32,14,10,24,38,26,38,17,12,21,32,14,12,15,12
2024-04-12,Merrimack,UMass Lowell,Home,L,14,9,NA,14,7,21,46,31,34,20,12,12,27,9,5,14,44,22,37,24,10,15,27,9,13,14,17
2024-04-21,Merrimack,UAlbany,Home,W,8,14,NA,8,7,15,37,17,16,18,8,5,25,14,7,21,43,24,32,21,4,20,25,14,10,8,9
2024-04-27,Merrimack,Bryant,Away,L,16,14,NA,16,10,26,41,26,28,18,4,14,33,14,6,20,57,34,36,9,14,19,33,14,20,16,10
2024-05-02,Merrimack,UAlbany,Away,L,7,18,NA,7,2,9,45,21,24,13,8,6,26,18,11,29,46,28,41,17,3,20,26,18,10,7,14
2024-02-10,Michigan,Virginia,Away,W,11,19,NA,11,8,19,34,26,31,16,10,11,32,19,11,30,54,30,44,14,12,21,32,19,11,11,15
2024-02-13,Michigan,Canisius,Home,L,21,5,NA,21,17,38,49,32,40,14,12,21,30,5,3,8,23,11,15,16,2,9,30,5,6,21,11
2024-02-17,Michigan,Hobart,Home,L,18,8,NA,18,10,28,48,28,37,13,17,14,28,8,2,10,37,21,18,21,4,14,28,8,13,18,10
2024-02-24,Michigan,"Marquette Naples, Fla.",Away,L,20,12,NA,20,14,34,50,33,35,11,7,23,35,12,8,20,38,22,26,16,3,12,35,12,10,20,13
2024-02-27,Michigan,Jacksonville,Away,L,13,10,NA,13,4,17,46,27,33,17,4,20,26,10,4,14,34,25,27,13,13,6,26,10,15,13,14
2024-03-02,Michigan,Delaware,Away,W,13,8,NA,13,6,19,31,22,32,22,14,16,25,8,5,13,36,20,25,20,9,9,25,8,12,13,9
2024-03-10,Michigan,Harvard,Home,L,11,13,NA,11,6,17,55,20,29,13,7,17,25,13,6,19,39,24,21,11,6,8,25,13,11,11,9
2024-03-16,Michigan,Notre Dame,Away,L,9,19,NA,9,7,16,42,26,30,18,7,15,32,19,12,31,42,29,38,15,10,17,32,19,10,9,17
2024-03-23,Michigan,Maryland,Home,W,12,11,NA,12,8,20,36,23,32,16,9,17,27,11,8,19,32,20,27,17,9,10,27,11,9,12,11
2024-03-30,Michigan,Johns Hopkins,Away,W,11,15,NA,11,10,21,34,26,26,17,5,18,29,15,10,25,43,27,24,13,13,11,29,15,12,11,15
2024-04-07,Michigan,Rutgers,Home,L,7,9,NA,7,6,13,46,26,25,8,14,11,20,9,5,14,40,21,22,16,3,9,20,9,12,7,19
2024-04-13,Michigan,Penn St.,Away,L,8,14,NA,8,2,10,54,27,22,15,8,17,25,14,9,23,43,25,20,19,6,8,25,14,11,8,19
2024-04-20,Michigan,Ohio St.,Away,L,13,12,NA,13,4,17,36,23,42,21,8,18,29,12,7,19,39,23,41,15,14,11,29,12,11,13,10
2024-04-27,Michigan,Ohio St.,Home,L,15,9,NA,15,5,20,48,25,27,11,7,14,28,9,5,14,35,21,29,12,6,14,28,9,12,15,10
2024-05-02,Michigan,"Johns Hopkins Columbus, Ohio",Away,W,10,7,NA,10,5,15,48,23,25,8,9,6,20,7,5,12,25,15,27,17,5,14,20,7,8,10,13
2024-05-04,Michigan,"Penn St. Columbus, Ohio",Away,W,16,4,NA,16,11,27,33,22,37,25,9,19,24,4,3,7,36,16,26,18,10,5,24,4,12,16,6
2024-05-11,Michigan,Denver,Away,W,11,16,NA,11,7,18,41,21,23,13,4,17,31,16,12,28,41,24,31,13,9,14,31,16,8,11,10
2024-02-10,Monmouth,LIU,Home,W,14,10,NA,14,6,20,45,26,34,18,15,18,28,10,7,17,34,26,28,19,12,10,28,10,16,14,12
2024-02-18,Monmouth,Princeton,Away,L,5,15,NA,5,3,8,29,19,32,19,7,11,24,15,8,23,49,35,38,13,14,13,24,15,20,5,14
2024-02-21,Monmouth,NJIT,Away,W,13,14,1,13,5,18,43,26,30,14,9,14,31,14,10,24,35,21,25,16,7,17,31,14,7,13,13
2024-02-27,Monmouth,Wagner,Home,L,12,6,NA,12,10,22,38,24,32,13,6,13,21,6,4,10,23,15,17,18,5,8,21,6,9,12,12
2024-03-02,Monmouth,Mount St. Mary's,Home,W,13,12,2,13,9,22,41,23,29,18,8,13,29,12,7,19,30,23,33,18,14,16,29,12,11,13,10
2024-03-09,Monmouth,Delaware,Home,W,7,16,NA,7,2,9,27,16,26,11,6,6,27,16,8,24,45,23,47,17,10,21,27,16,7,7,9
2024-03-16,Monmouth,Villanova,Away,W,11,12,NA,11,8,19,31,19,19,18,6,7,26,12,6,18,32,22,31,18,9,19,26,12,10,11,8
2024-03-23,Monmouth,Stony Brook,Away,W,11,6,NA,11,3,14,29,15,30,15,6,10,20,6,3,9,45,25,29,12,7,10,20,6,19,11,4
2024-03-30,Monmouth,Hofstra,Away,W,7,8,1,7,3,10,31,17,33,16,3,13,19,8,7,15,43,26,33,13,6,6,19,8,18,7,10
2024-04-06,Monmouth,Hampton,Home,L,15,4,NA,15,7,22,50,26,32,13,4,14,23,4,1,5,26,13,26,20,1,9,23,4,9,15,11
2024-04-13,Monmouth,Fairfield,Home,L,10,11,NA,10,6,16,45,22,33,20,8,15,25,11,5,16,32,19,32,20,8,10,25,11,8,10,12
2024-04-20,Monmouth,Towson,Away,L,2,17,NA,2,1,3,23,12,26,27,6,8,23,17,11,28,51,34,47,14,17,15,23,17,17,2,10
2024-04-26,Monmouth,Drexel,Home,L,4,6,NA,4,2,6,33,17,20,18,8,5,14,6,5,11,41,20,28,19,7,9,14,6,14,4,13
2024-02-03,Mount St. Mary's,Navy,Away,L,6,19,NA,6,3,9,39,14,19,15,3,10,28,19,6,25,52,31,42,12,7,18,28,19,12,6,8
2024-02-10,Mount St. Mary's,Towson,Away,L,5,15,NA,5,5,10,25,13,31,20,5,6,23,15,9,24,53,28,44,15,11,17,23,15,13,5,8
2024-02-18,Mount St. Mary's,NJIT,Home,W,7,11,NA,7,4,11,34,18,41,18,14,8,23,11,6,17,54,29,47,21,10,15,23,11,18,7,11
2024-02-24,Mount St. Mary's,UMBC,Home,W,6,18,NA,6,5,11,27,14,30,14,6,10,27,18,13,31,51,28,30,12,9,17,27,18,10,6,8
2024-03-02,Mount St. Mary's,Monmouth,Away,W,12,13,2,12,7,19,30,23,33,18,14,16,29,13,9,22,41,23,29,18,8,13,29,13,10,12,11
2024-03-05,Mount St. Mary's,Binghamton,Home,L,12,13,1,12,5,17,42,23,36,14,9,7,28,13,5,18,43,25,41,16,8,21,28,13,12,12,11
2024-03-10,Mount St. Mary's,Manhattan,Away,L,6,12,NA,6,5,11,36,17,30,12,10,9,22,12,6,18,37,25,30,17,8,13,22,12,13,6,11
2024-03-16,Mount St. Mary's,LIU,Away,L,6,13,NA,6,4,10,23,12,30,25,10,8,22,13,7,20,51,29,39,20,14,14,22,13,16,6,6
2024-03-23,Mount St. Mary's,Wagner,Home,W,8,7,NA,8,5,13,27,18,26,16,8,10,19,7,4,11,34,18,25,14,9,9,19,7,11,8,10
2024-03-27,Mount St. Mary's,VMI,Home,W,8,12,NA,8,6,14,34,16,48,21,10,11,23,12,7,19,35,23,35,19,9,12,23,12,11,8,8
2024-03-30,Mount St. Mary's,Quinnipiac,Away,W,10,15,NA,10,4,14,35,23,20,12,7,13,29,15,4,19,42,27,24,12,4,16,29,15,12,10,13
2024-04-06,Mount St. Mary's,Marist,Home,L,10,11,NA,10,9,19,33,20,36,18,12,13,25,11,3,14,38,20,40,20,12,12,25,11,9,10,10
2024-04-10,Mount St. Mary's,Canisius,Away,W,10,11,NA,10,5,15,47,22,31,22,3,12,24,11,4,15,36,26,41,21,8,12,24,11,15,10,12
2024-04-13,Mount St. Mary's,Sacred Heart,Home,W,5,16,NA,5,2,7,41,14,29,15,6,12,24,16,10,26,45,23,28,14,8,12,24,16,7,5,9
2024-04-20,Mount St. Mary's,Siena,Home,W,7,14,NA,7,4,11,43,20,44,22,6,18,25,14,13,27,42,25,26,14,9,7,25,14,11,7,13
2024-02-03,NJIT,St. John's (NY),Away,W,10,8,NA,10,4,14,38,20,28,26,3,13,21,8,4,12,44,28,23,13,13,8,21,8,20,10,10
2024-02-10,NJIT,Siena,Home,W,16,15,1,16,12,28,42,26,33,29,14,23,33,15,8,23,47,32,22,17,10,10,33,15,17,16,10
2024-02-18,NJIT,Mount St. Mary's,Away,W,11,7,NA,11,6,17,54,29,47,21,10,15,23,7,4,11,34,18,41,18,14,8,23,7,11,11,18
2024-02-21,NJIT,Monmouth,Home,W,14,13,1,14,10,24,35,21,25,16,7,17,31,13,5,18,43,26,30,14,9,14,31,13,13,14,7
2024-02-24,NJIT,Manhattan,Home,W,11,10,NA,11,5,16,39,28,35,18,13,16,25,10,4,14,30,20,27,18,7,9,25,10,10,11,17
2024-03-02,NJIT,Wagner,Away,W,15,5,NA,15,10,25,42,25,28,18,14,12,22,5,3,8,27,18,24,23,10,10,22,5,13,15,10
2024-03-09,NJIT,Lindenwood,Home,L,18,5,NA,18,13,31,47,28,39,14,9,15,27,5,3,8,31,19,29,19,7,12,27,5,14,18,10
2024-03-16,NJIT,Vermont,Away,L,9,12,NA,9,6,15,27,17,24,18,4,12,23,12,5,17,26,18,29,14,8,11,23,12,6,9,8
2024-03-23,NJIT,Binghamton,Home,L,12,17,NA,12,8,20,42,27,30,19,2,23,33,17,8,25,35,25,29,13,7,10,33,17,8,12,15
2024-03-30,NJIT,Bryant,Away,L,8,12,NA,8,6,14,24,17,35,22,13,8,22,12,5,17,32,21,40,22,13,14,22,12,9,8,9
2024-04-06,NJIT,Merrimack,Home,L,14,15,NA,14,10,24,38,26,38,17,12,21,32,15,9,24,45,27,30,16,9,11,32,15,12,14,12
2024-04-13,NJIT,UAlbany,Home,W,9,14,NA,9,5,14,40,17,21,21,5,12,27,14,7,21,42,29,31,12,10,15,27,14,15,9,8
2024-04-20,NJIT,UMBC,Away,L,6,13,NA,6,3,9,33,21,27,29,5,13,22,13,6,19,55,37,33,14,13,9,22,13,24,6,15
2024-04-27,NJIT,UMass Lowell,Home,L,12,4,NA,12,8,20,44,28,24,11,7,12,19,4,3,7,36,18,27,19,5,7,19,4,14,12,16
2024-02-03,Navy,Mount St. Mary's,Home,L,19,6,NA,19,6,25,52,31,42,12,7,18,28,6,3,9,39,14,19,15,3,10,28,6,8,19,12
2024-02-10,Navy,Hofstra,Home,L,16,8,NA,16,9,25,43,24,28,16,5,17,26,8,6,14,31,22,27,15,7,9,26,8,14,16,8
2024-02-17,Navy,Towson,Away,L,5,17,NA,5,3,8,38,16,23,19,9,12,26,17,11,28,41,27,34,18,11,14,26,17,10,5,11
2024-02-24,Navy,Penn St.,Home,W,3,13,NA,3,2,5,35,18,41,19,6,11,20,13,8,21,45,27,31,15,8,9,20,13,14,3,15
2024-03-02,Navy,Boston U.,Away,W,16,9,NA,16,11,27,49,30,42,15,11,20,29,9,5,14,40,23,34,17,10,9,29,9,14,16,14
2024-03-09,Navy,Lehigh,Away,W,10,12,NA,10,4,14,40,26,26,15,4,13,25,12,0,12,33,22,25,13,7,12,25,12,10,10,16
2024-03-15,Navy,Johns Hopkins,Away,W,10,9,1,10,7,17,33,19,30,17,6,13,23,9,5,14,39,21,30,14,9,10,23,9,12,10,9
2024-03-19,Navy,Villanova,Home,W,7,14,NA,7,5,12,37,23,39,19,10,9,24,14,7,21,44,29,45,21,12,15,24,14,15,7,16
2024-03-23,Navy,Holy Cross,Home,L,17,7,NA,17,10,27,38,25,39,26,6,18,28,7,5,12,33,18,33,21,7,10,28,7,11,17,8
2024-03-30,Navy,Colgate,Home,L,10,9,NA,10,8,18,39,23,32,20,8,13,22,9,5,14,48,24,37,23,11,9,22,9,15,10,13
2024-04-06,Navy,Lafayette,Away,W,10,9,NA,10,6,16,48,21,33,13,7,11,23,9,3,12,38,19,26,13,10,12,23,9,10,10,11
2024-04-13,Navy,Army West Point,Away,L,8,13,NA,8,3,11,46,27,29,13,4,12,25,13,8,21,44,27,33,16,5,13,25,13,14,8,19
2024-04-19,Navy,Loyola Maryland,Home,L,10,12,NA,10,3,13,45,22,30,17,8,14,26,12,8,20,41,24,39,17,5,12,26,12,12,10,12
2024-04-26,Navy,Bucknell,Home,W,13,12,1,13,10,23,47,25,33,16,6,20,28,12,4,16,33,26,32,12,10,8,28,12,14,13,12
2024-04-30,Navy,Loyola Maryland,Home,W,12,10,NA,12,8,20,34,27,37,23,5,18,26,10,5,15,40,28,32,12,16,8,26,10,18,12,15
2024-05-03,Navy,"Lehigh West Point, N.Y.",Away,L,8,12,NA,8,7,15,28,18,26,16,6,11,24,12,7,19,31,19,29,15,10,13,24,12,7,8,10
2024-02-10,North Carolina,"Mercer Atlanta, Ga.",Away,W,13,5,NA,13,10,23,56,37,22,16,9,17,21,5,4,9,41,18,18,18,3,4,21,5,13,13,24
2024-02-17,North Carolina,"Fairfield Bethesda, Md.",Away,W,19,8,NA,19,11,30,56,29,44,17,13,19,31,8,0,8,35,19,29,23,6,12,31,8,11,19,10
2024-02-24,North Carolina,Johns Hopkins,Home,W,9,13,NA,9,6,15,40,22,31,15,8,15,26,13,8,21,41,24,36,13,7,11,26,13,11,9,13
2024-03-01,North Carolina,Princeton,Home,W,9,15,NA,9,5,14,44,21,38,19,8,17,28,15,11,26,45,24,42,18,10,11,28,15,9,9,12
2024-03-03,North Carolina,Penn,Home,L,13,9,NA,13,7,20,45,25,37,10,7,18,26,9,3,12,30,19,27,12,3,8,26,9,10,13,12
2024-03-09,North Carolina,Hofstra,Away,W,21,9,NA,21,16,37,57,34,43,13,10,22,33,9,4,13,38,20,27,18,3,11,33,9,11,21,13
2024-03-12,North Carolina,Wagner,Away,W,18,4,NA,18,14,32,59,38,47,17,13,21,25,4,1,5,21,9,19,23,4,4,25,4,5,18,20
2024-03-16,North Carolina,Stony Brook,Away,W,12,8,NA,12,5,17,56,31,28,14,6,17,24,8,3,11,39,18,27,15,7,7,24,8,10,12,19
2024-03-23,North Carolina,High Point,Home,L,11,12,NA,11,5,16,38,22,27,13,8,11,27,12,6,18,39,20,31,19,3,16,27,12,8,11,11
2024-03-30,North Carolina,Army West Point,Home,L,12,13,NA,12,5,17,42,31,39,18,7,16,29,13,5,18,47,25,40,14,13,13,29,13,12,12,19
2024-04-06,North Carolina,Virginia,Away,L,6,14,NA,6,5,11,36,17,37,23,7,13,24,14,7,21,38,24,34,15,13,11,24,14,10,6,11
2024-04-13,North Carolina,Syracuse,Home,W,9,10,NA,9,5,14,33,22,35,20,8,11,23,10,9,19,40,27,37,15,10,12,23,10,17,9,13
2024-04-20,North Carolina,Notre Dame,Away,L,6,14,NA,6,3,9,37,19,29,17,8,12,23,14,9,23,36,22,27,14,10,11,23,14,8,6,13
2024-04-27,North Carolina,Duke,Home,W,15,12,NA,15,9,24,50,28,39,16,8,19,29,12,6,18,45,27,25,13,5,10,29,12,15,15,13
2024-02-14,Notre Dame,Cleveland St.,Home,L,25,3,NA,25,18,43,49,35,44,10,10,19,30,3,1,4,17,13,14,19,5,11,30,3,10,25,10
2024-02-18,Notre Dame,Marquette,Away,W,21,8,NA,21,11,32,47,27,32,10,7,15,31,8,6,14,32,17,25,18,4,16,31,8,9,21,6
2024-02-25,Notre Dame,Georgetown,Home,L,10,11,1,10,5,15,36,21,26,15,10,15,23,11,6,17,35,19,18,17,6,8,23,11,8,10,11
2024-03-03,Notre Dame,Maryland,Home,L,14,9,NA,14,10,24,43,23,33,18,11,13,26,9,7,16,36,23,23,16,9,13,26,9,14,14,9
2024-03-09,Notre Dame,Ohio St.,Away,L,13,10,NA,13,9,22,36,24,31,13,8,14,27,10,5,15,43,21,30,13,10,13,27,10,11,13,11
2024-03-16,Notre Dame,Michigan,Home,L,19,9,NA,19,12,31,42,29,38,15,10,17,32,9,7,16,42,26,30,18,7,15,32,9,17,19,10
2024-03-30,Notre Dame,Syracuse,Home,W,14,12,NA,14,5,19,54,29,39,17,13,20,29,12,7,19,41,20,23,20,10,9,29,12,8,14,15
2024-04-07,Notre Dame,Duke,Away,L,15,12,NA,15,7,22,46,25,25,13,9,16,31,12,6,18,53,26,34,16,6,15,31,12,14,15,10
2024-04-14,Notre Dame,"Cornell Brookvill, NY",Away,L,18,17,NA,18,8,26,50,32,39,11,6,20,38,17,12,29,45,30,40,12,6,18,38,17,13,18,14
2024-04-20,Notre Dame,North Carolina,Home,L,14,6,NA,14,9,23,36,22,27,14,10,11,23,6,3,9,37,19,29,17,8,12,23,6,13,14,8
2024-04-27,Notre Dame,Virginia,Away,W,11,9,NA,11,9,20,42,23,51,21,12,10,23,9,4,13,30,20,26,27,13,13,23,9,11,11,12
2024-05-03,Notre Dame,"Virginia Charlotte, NC",Away,W,18,9,NA,18,12,30,41,26,30,19,5,18,30,9,3,12,43,27,25,12,10,12,30,9,18,18,8
2024-05-05,Notre Dame,"Duke Charlotte, NC",Away,W,16,6,NA,16,9,25,36,23,28,11,4,16,25,6,5,11,29,18,17,11,3,9,25,6,12,16,7
2024-05-12,Notre Dame,UAlbany,Home,L,14,9,NA,14,11,25,34,24,35,16,9,18,27,9,5,14,31,17,22,18,6,9,27,9,8,14,10
2024-05-18,Notre Dame,"Georgetown Hempstead, New York",Away,L,16,11,NA,16,8,24,43,24,30,15,4,23,31,11,7,18,33,19,23,11,6,8,31,11,8,16,8
2024-05-25,Notre Dame,"Denver Philadelphia, Pa.",Away,W,13,6,NA,13,7,20,35,23,44,20,10,18,23,6,2,8,30,18,24,15,12,5,23,6,12,13,10
